,Name,Place_name,Description,Link
234,"Gangtok, Sikkim - The Gateway to Sikkim", 4. Tsomgo Lake,The Tsongmo Lake is situated 35 km away from the main town of Gangtok. The lake has been considered as holy and been worshipped by Sikkimese people since years.,https://www.holidify.com/places/gangtok/tsomgo-lake-sightseeing-1832.html
235,"Gangtok, Sikkim - The Gateway to Sikkim", 5. Ganesh Tok,Ganesh Tok is a Ganesh Temple located 7 km from Gangtok at an altitude of 6500 m. The temple is so small that it can accommodate only one person at a time and one has to crawl to reach there.,https://www.holidify.com/places/gangtok/ganesh-tok-sightseeing-1827.html
236,"Gangtok, Sikkim - The Gateway to Sikkim", 6. Namgyal Institute of Tibetology,"The museum, housed in a traditional Tibetan-style mansion, boasts a jaw-dropping collection of artefacts related to Vajrayana Buddhism and the Tibetan culture. The main aim of the museum is to promote scholastic and cultural research. The museum displays Buddhist manuscripts, icons, thangkas, which ...",https://www.holidify.com/places/gangtok/namgyal-institute-of-tibetology-sightseeing-1829.html
237,"Gangtok, Sikkim - The Gateway to Sikkim", 7. Kanchenjunga,"The third highest peak in the world, the majestic Kanchenjunga is one of the most stunning mountains in the world. Surrounded by Nepal, Sikkim and Tibet, this mountain was fisrt scaled in 1955 but since then has been declared sacred. Kanchenjunga' is a Tibetan name which means 'The Five Treasures of...",https://www.holidify.com/places/gangtok/kanchenjunga-sightseeing-1828.html
238,"Gangtok, Sikkim - The Gateway to Sikkim", 8. Baba Harbhajan Singh Temple,"Situated on the road passing between Nathula and Jelepla Pass, Baba Mandir is the shrine which was built at the Samadhi of Baba Harbhajan Singh. People worship him as a saint who guards the lives of soldiers along the border.",https://www.holidify.com/places/gangtok/baba-mandir-sightseeing-120950.html
239,"Gangtok, Sikkim - The Gateway to Sikkim", 9. Mangan,"The town of Mangan, situated in the northern part of Sikkim is a major tourist attraction for trekking, monasteries and its Yumthang Valley.",https://www.holidify.com/places/gangtok/mangan-sightseeing-8165.html
240,"Gangtok, Sikkim - The Gateway to Sikkim", 10. Tinkitam,"Tinkitam Rayong is a petite village in Sikip Tehsil in South District of Sikkim State with Mount Kanchenjanga in the backdrop of this town and its natural habitat supporting a rare species of orchid, Paphiopedilum Faireanum or ladys slipper.",https://www.holidify.com/places/gangtok/tinkitam-sightseeing-8170.html
241,"Gangtok, Sikkim - The Gateway to Sikkim", 11. Flower Exhibition Centre,Flower Exhibition Centre showcases flowers from the different parts of Sikkim together under a single roof which makes it a heaven for all the nature lovers.,https://www.holidify.com/places/gangtok/flower-exhibition-centre-sightseeing-120943.html
242,"Gangtok, Sikkim - The Gateway to Sikkim", 12. Do Drul Chorten,"One of the most important stupas in Sikkim, Do Drul Chorten was built in the year 1945 under the supervision of late Truslshi and Rimpoche. The Stupa has around 108 Mani Lhakor or prayer wheels.",https://www.holidify.com/places/gangtok/do-drul-chorten-sightseeing-1825.html
243,"Gangtok, Sikkim - The Gateway to Sikkim", 13. Kabi Longstok,"Situated at a distance of 17 km from the northern capital of Gangtok is the Kabi Town which is considered to be a historical place due to the initiation of the Sikkimese history here in the early 13th century. With the wonderful stories that this place holds, this place is surely going to capti...",https://www.holidify.com/places/gangtok/kabi-longstok-sightseeing-120944.html
244,"Gangtok, Sikkim - The Gateway to Sikkim", 14. Himalayan Zoological Park,"Himalayan Zoological Park is located in Bulbuley, 3 km away from Gangtok and is definitely the place for all the wildlife lovers. With an altitude of 1780 meters, one gets an amazing view of the Mount Khangchendzonga from here.",https://www.holidify.com/places/gangtok/himalayan-zoological-park-sightseeing-120946.html
245,"Gangtok, Sikkim - The Gateway to Sikkim", 15. Saramsa Garden,"Saramsa Garden, also known as Ipecac Garden, is indeed a treat for your senses. The exquisite range of different coloured flowers with the surrounding lush greenery is going to hold your attention. There is a large greenhouse in the garden as well which preserves a range of orchids.",https://www.holidify.com/places/gangtok/saramsa-garden-sightseeing-120945.html
246,"Gangtok, Sikkim - The Gateway to Sikkim", 16. Reshi Hot Springs,"Sikkim has numerous hot springs, but the Reshi Hot Spring is the most famous one due to its strategic location and the religious significance that it holds. Easily accessible, the spring is present right after a downhill drive of an hour towards the Rangit River valley.",https://www.holidify.com/places/gangtok/reshi-hotsprings-sightseeing-120947.html
247,"Gangtok, Sikkim - The Gateway to Sikkim", 17. Hanuman Tok,Hanuman Tok is a very famous temple of Gangtok which is named after Lord Hanuman and is a maintained by the Indian Army. The temple also gives an amazing view of the Kanchenjunga peak which is the third highest peak in the world.,https://www.holidify.com/places/gangtok/hanuman-tok-sightseeing-120949.html
248,"Gangtok, Sikkim - The Gateway to Sikkim", 18. Tashi View Point,"Situated 8 km away from the main town of Gangtok, Tashi Viewpoint is a scenic beauty from where travellers can get a view of the magnificent Mount Sinilochu and Mount Kanchenjunga. This spot also serves as an amazing picnic place for local as well as foreign tourists due to the presence of a cafeter...",https://www.holidify.com/places/gangtok/tashi-view-point-sightseeing-120948.html
249,"Gangtok, Sikkim - The Gateway to Sikkim", 19. Tsuk La Khang Monastery,"Situated in the complex of the Royal Palace, Tsuk La Khang is the prime place of worship for the local Buddhists residing in the region. This beautiful two-storied structure with mural covered interiors also comprises of a large collection of scriptures, is decorated with altars and images of Lord B...",https://www.holidify.com/places/gangtok/tsuk-la-khang-monastery-sightseeing-120952.html
250,"Gangtok, Sikkim - The Gateway to Sikkim", 20. Seven Sisters Waterfalls,"Justifying its name, Seven Sisters Waterfalls comprises of seven different waterfalls amicably arranged side by side on a wide rugged cliff which seems distinct when looked at from a distance. This famous waterfall is situated at a distance of 32 kilometres from Gangtok on the Gangtok-Lachung Highwa...",https://www.holidify.com/places/gangtok/seven-sisters-waterfalls-sightseeing-120976.html
251,"Gangtok, Sikkim - The Gateway to Sikkim", 21. Shingba Rhododendron Sanctuary,"Nestled in the exquisite Yumthang Valley in North Sikkim, the Shingba Rhododendron Sanctuary is a beautiful place to spend time amidst the picturesque location and natural beauty all around. The adventure lovers can also have their share of fun by trekking through the Yumthang Valley.",https://www.holidify.com/places/gangtok/shingba-rhododendron-sanctuary-sightseeing-120953.html
252,"Gangtok, Sikkim - The Gateway to Sikkim", 22. Banjhakri Falls,"A new sightseeing destination for the tourists and spread over an area of two acres of land, the Banjhakri Falls is situated at a distance of 10-12 kilometres from Gangtok. Beautifully landscaped gardens are present around the waterfall along with beautiful statues of Lyam Lymay, Mangpas, Lepcha, an...",https://www.holidify.com/places/gangtok/banjhakri-falls-sightseeing-120977.html
253,"Gangtok, Sikkim - The Gateway to Sikkim", 23. Ranka Monastery,"Also known as Lingdum Monastery, the Ranka Monastery which follows the Zurmang Kagyud lineage of Buddhism is situated at a distance of 20 km from Gangtok. It is spread over a vast area and provides terrific scenic views to the tourists.",https://www.holidify.com/places/gangtok/ranka-monastery-sightseeing-120978.html
254,"Gangtok, Sikkim - The Gateway to Sikkim"," 24. Enchey Monastery, Gangtok","Enchey Monastery meaning 'the solitary temple' is a holy pilgrimage spot for the Buddhists situated in a magical wonderland surrounded by natural beauty. The presence of tall pine trees, flower meadows and the beautiful view of the Kanchenjunga Hills, gives the devotees a feeling of being in the mid...",https://www.holidify.com/places/gangtok/enchey-monastery-sightseeing-121082.html
255,"Gangtok, Sikkim - The Gateway to Sikkim", 25. Saga Dawa,"The Saga Dawa festival is one of the most important festivals for the people of Sikkim celebrated with much enthusiasm in the capital city Gangtok. The Mahayana Buddhist tradition recognizes the full moon day of the fourth month of the Buddhist calendar as the anniversary of Buddha's birth, his enli...",https://www.holidify.com/places/gangtok/saga-dawa-sightseeing-1253636.html
256,"Gangtok, Sikkim - The Gateway to Sikkim", 26. International Flower Festival in Gangtok,"The International Flower Show is held in Gangtok every year. Several beautiful species of flowers are showcased here, such as orchids, gladioli, roses, cacti, alpine plants, creepers, climbers, ferns, herbs etc. Also, lectures and seminars are held in which renowned botanical scientists come over to...",https://www.holidify.com/places/gangtok/international-flower-festival-sightseeing-1253803.html
257,"Gangtok, Sikkim - The Gateway to Sikkim", 27. Cable Car Ropeway,"A cable car ropeway ride is one of the prime things to do in Gangtok. Besides offering a spectacular bird's eye view of the valley below, the ride also lets you enjoy brilliant panoramic vistas. There is a provision of a one way ride; however, we recommend you experience a full two ways ride. The 2 ...",https://www.holidify.com/places/gangtok/cable-car-ropeway-sightseeing-1254151.html
258,"Gangtok, Sikkim - The Gateway to Sikkim", 28. Yak Safari,Experiencing Yak Ride is one of the most essential activities and unique things to do in Gangtok. You can experience the joyride in any one of the three places where the activity is organized. You can try it at Dzongri area and/or Tsomgo lake. Never forget to leave the saddle or you disbalance and a...,https://www.holidify.com/places/gangtok/yak-safari-sightseeing-1254152.html
259,"Gangtok, Sikkim - The Gateway to Sikkim", 29. Mountain Biking in Gangtok,"Another one of the thrilling activities and things to do in Gangtok is riding a mountain bike in the hills and valleys. Other than giving you a high adrenaline rush, mountain biking lets you take a peek into the unexplored and un-commercialized part of the city. The thrilling ride takes you through ...",https://www.holidify.com/places/gangtok/mountain-biking-sightseeing-1254153.html
260,"Gangtok, Sikkim - The Gateway to Sikkim", 30. Paragliding,"Paragliding is one of the thrilling things to do in Gangtok and one activity that you must definitely experience. The place lets you try your hand at the opportunity with the help of a professional trainer and with complete safety measures. Besides giving you a very amazing adrenaline rush, the acti...",https://www.holidify.com/places/gangtok/paragliding-sightseeing-1254154.html
261,"Gangtok, Sikkim - The Gateway to Sikkim", 31. 9’ine Native Cuisine,"9’ine Native Cuisine is a dainty cafe located in the suburbs of Gangtok catering to Asian, Tibetan and Nepalese cuisines. Especially popular for its sumptuous Tibetan food, the cafe is a very famous hangout spot and visiting here is one of the prime things to do in Gangtok. Besides delicious food, t...",https://www.holidify.com/places/gangtok/9ine-native-cuisine-sightseeing-1254158.html
262,"Gangtok, Sikkim - The Gateway to Sikkim", 32. Baker's Cafe,"Baker's Cafe is one of the most popular and picturesque cafe in Gangtok. The western styled cafe also serves delicious western food. You can gorge on pizza and pasta while sipping super tasty shakes and beverages. Besides, the cafe is done up in shades of brown with tons of cutesy artsy bakery produ...",https://www.holidify.com/places/gangtok/bakers-cafe-sightseeing-1254159.html
263,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 1. Dal Lake,"The jewel of Srinagar, the Dal lake is synonymous to a visit to Srinagar and almost a visual definition to the town. Spread over a straggling 26 sq.kms, it is the most photogenic stretch of this instance of paradise on earth and undoubtedly also the most sought after of attractions.",https://www.holidify.com/places/srinagar/dal-lake-sightseeing-3648.html
264,"Srinagar, Jammu & Kashmir - The Paradise on Earth"," 2. Mughal Gardens, Srinagar","Built in the Mughal era, donning its majestic architecture, are the Mughal gardens. The garden is a combination of the Nishat Bagh, Shalimar Gardens & Chashm-e-Shahi. The most prominent feature of the gardens its long stretches of cascading fountains makes this a must see for every traveler.",https://www.holidify.com/places/srinagar/mughal-gardens-sightseeing-3653.html
265,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 3. Nishat Bagh,"Laid out in 1633, the Nishant Bagh fondly known as the Garden of Joy. Its beauty is enhanced by the well-manicured landscapes, long avenues of Chinar & cypress trees, rare flowering plants, 12 terraces & several bubbling fountains that's cover the whole expanse of the garden.",https://www.holidify.com/places/srinagar/nishat-bagh-sightseeing-3656.html
266,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 4. Shalimar Bagh,"Shalimar Bagh is one of a beautifully laid garden by Mughal emperor Jahangir. Exhibiting the exemplary craftsmanship of Mughals in horticulture, the place is quite popular with tourists from all over the world.",https://www.holidify.com/places/srinagar/shalimar-bagh-sightseeing-3658.html
267,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 5. Shikara Ride,The paramount reason why people come to Srinagar is for the relaxing and memorable Shikara rides. Taking the ride across the scenic Dal Lake at the backdrop of the majestic slow clad Himalaya's is indeed an experience in itself both enjoyable and unparallel.,https://www.holidify.com/places/srinagar/shikara-ride-sightseeing-3660.html
268,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 6. Hazratbal Shrine,"Hazratbal Mosque, situated on the western shore of the pristine Dal Lake, is a very sacred Muslim shrine in Hazratbal. Hazratbal's special significance is derived from the fact that it houses a heir of the prophet Muhammad, a relic, titled Moi-e-Muqqadas. The relic is only displayed to the public on...",https://www.holidify.com/places/srinagar/hazratbal-shrine-sightseeing-3649.html
269,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 7. Indira Gandhi Memorial Tulip Garden,"Lines of tulip cultivation in every possible colour with a backdrop of the majestic Zabarwan Hills, is the Indira Gandhi Memorial Tulip Garden and a view which one must not miss while in Srinagar.",https://www.holidify.com/places/srinagar/indira-gandhi-memorial-tulip-garden-sightseeing-3650.html
270,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 8. Char Chinar,Dal Lake is marked by an island which houses ancient and beautiful Chinar trees. Don't forget to ask your Shikara to be steered in this direction to catch a view of this island.,https://www.holidify.com/places/srinagar/char-chinar-sightseeing-3643.html
271,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 9. Shankaracharya Temple,"Visit this effulgent, age old temple in Srinagar to feel closer to the gods. Situated at a height of about 1100 feet on the south-east of the city, this sacred temple offers splendid views of the valley and the snow clad mountains of the Pir Panjal range.",https://www.holidify.com/places/srinagar/shankaracharya-temple-sightseeing-3659.html
272,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 10. Wular Lake,"The famed Wular lake is India's largest freshwater lake and serves as a natural reservoir by drawing the excess water from the River Jhelum. An experience unparalleled, this unexplored and untouched lake is home to several species of birds and thus haven for bird watchers.",https://www.holidify.com/places/srinagar/wular-lake-sightseeing-3662.html
273,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 11. Baramulla,"A famous tourist destination, Baramulla's charm lies in its untouched beauty. Having close proximity to Srinagar, Baramulla drives towards itself hordes of tourists each year.",https://www.holidify.com/places/srinagar/baramulla-sightseeing-3641.html
274,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 12. Yusmarg,"Considered by some as the best place in Jammu and Kashmir, mostly because of its undisturbed landscape, a less frequented but extremely beautiful hill station, Yusmarg is now connected by a very good motorable road.",https://www.holidify.com/places/srinagar/yusmarg-sightseeing-8107.html
275,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 13. Shopping in Srinagar,"Srinagar is the place to shop for all that the state is famous for. Essentials include Cashmere Shawls, leather products, carpets, rugs, mats, dry fruits and more.",https://www.holidify.com/places/srinagar/city-shopping-sightseeing-3646.html
276,"Srinagar, Jammu & Kashmir - The Paradise on Earth"," 14. Jamia Masjid, Srinagar",The calm serenity of this Masjid makes you feel more connected and closer to the Almighty. Jama Masjid is one of the oldest and the biggest mosques in Kashmir.,https://www.holidify.com/places/srinagar/jamia-masjid-sightseeing-3651.html
277,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 15. Tarsar Marsar Trek,"A trek that not only gives you a thrill of adventure but also a glimpse of nature’s beauty so spell bounding is one of the most memorable trips of Tarsar Marsar Trek. Nestled in the lap of Aru Valley of Kashmir, the trail is of quite a magnificence adorned with variety of landscapes.",https://www.holidify.com/places/srinagar/tarsar-marsar-trek-sightseeing-8205.html
278,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 16. Challi Point,"Challi Point is one of the most trendy and popular places in Srinagar. With the Dal lake in the backdrop, this place bustles with both tourists and locals spending some enjoyable time amidst breathtaking sceneries.",https://www.holidify.com/places/srinagar/challi-point-sightseeing-3642.html
279,"Srinagar, Jammu & Kashmir - The Paradise on Earth"," 17. Nehru Garden, Srinagar","Providing you the best view of the Dal lake is Nehru garden. With its well maintained landscapes, you can head out to this garden on a lazy Sunday morning for a picnic or simply relaxing.",https://www.holidify.com/places/srinagar/nehru-garden-sightseeing-3655.html
280,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 18. Pari Mahal,"The House of Fairies or Pari Mahal is a historic monument placed above the beautiful Chashma Shahi Gardens near Srinagar. A well-laid spacious garden surrounds this structure, which was once a Buddhist monastery and later served as a school of astrology promoted by the eldest son of Shah Jahan, Dara...",https://www.holidify.com/places/srinagar/pari-mahal-sightseeing-3657.html
281,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 19. Chashm-E-Shahi,"With spellbinding beauty and aesthetic fountains, The Chashmeshahi Garden is a famous tourist destination. The garden consists of a pavilion and three terraces and is famous for the natural spring that flows from it.",https://www.holidify.com/places/srinagar/chashm-e-shahi-sightseeing-3644.html
282,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 20. Nagin Lake,"Engulfing you in its blue serene waters is the Nagin lake located on the eastern side of Srinagar city (6 km reachable within 11 mins by taxi). Also known as the ""Jewel in the Ring"", it is separated from the Dal Lake by a thin causeway.",https://www.holidify.com/places/srinagar/nagin-lake-sightseeing-3654.html
283,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 21. Chinar Park,"Chinar park is a recent addition to the tourism scene in Srinagar. Housing three island, old Chinar trees, flowers, musical fountains, kiosks, an open air theater for cultural programs and swings, the park is quickly making its way to the list of favorites of the town.",https://www.holidify.com/places/srinagar/chinar-park-sightseeing-3645.html
284,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 22. Dachigam National Park,"Literally translating into the 'ten villages', a possible reference to the ten settlements that were relocated to have the National Park here, what was initially constructed to take care of the drinking water supply of the town, is today a habitat to a number of species of wildlife.",https://www.holidify.com/places/dachigam-national-park/
285,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 23. Khanqah of Shah Hamdan,"Built on the sandy banks of the Jhelum river in Srinagar, is the Khanqah Of Shah Hamda. It is bustling with activity and people on the sixth day of Dul-Haj (the last month of the Islamic Lunar calendar), on the death anniversary of Mir Syed Ali Hamdani.",https://www.holidify.com/places/srinagar/khanqah-of-shah-hamdan-sightseeing-3652.html
286,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 24. Anantnag,"The capital of commerce of J&K, Anantnag is filled with hot springs, lakes, temples and shrines. The place is known for its religious tolerance and there are shrines that belong to both the Hindus and the Muslims.",https://www.holidify.com/places/anantnag/
287,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 25. Sri Pratap Singh Museum,"The Pratap Singh Museum is home to ancient terracotta heads dating back to the 3rd century, found at the Buddhist site at Ushkur & molded terracotta plaques of the 4th & 5th century from Harwan.",https://www.holidify.com/places/srinagar/sri-pratap-singh-museum-sightseeing-3661.html
288,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 26. Sinthan Top,Sinthan Top is a mountain pass in the Pir Panjal Mountain Ranges enroute the National Highway of Kokernag-Sinthan Top-Kishtwar Road that connects Jammu and Kashmir. The snow laden hilltop is lately emerging as a new tourist destination owing to the beautiful views and the idyllic setting. It is also...,https://www.holidify.com/places/srinagar/sinthan-top-sightseeing-122962.html
289,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 27. Charar-i-Sharif,"Charar-i-Sharif is a Muslim shrine dedicated to Hazrat Sheikh Noor-ud-din Wali, situated around 30 kms from Srinagar and built around 600 years ago. Sheikh Wali was the first person to preach Rishism in the valley and propagated non-violence, vegetarianism, communal harmony and tolerance. His remain...",https://www.holidify.com/places/srinagar/chararisharif-sightseeing-122971.html
290,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 28. Kheer Bhawani Temple,"Situated in Tul Mulla village near Srinagar, Kheer Bhavani Temple is dedicated to Hindu Goddess Bhavani- incarnation of Goddess Parvathy. The temple was originally named Bhavani Mandir but eventually came to be known as Kheer Bhavani due to the delicious rice pudding offered as prasad. It is built o...",https://www.holidify.com/places/srinagar/kheer-bhawani-temple-sightseeing-122963.html
291,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 29. Badamwari Garden,"Believed to have been built during 14th century, Badamwari Garden is a piece of heaven tucked away in Srinagar. Sprawling over the hills of Koh-e-Maran, the enchanting garden is replete with vibrantly blooming bushes and shrubbery. It is houses a magnificent dome at the centre and has trails carved ...",https://www.holidify.com/places/srinagar/badamwari-garden-sightseeing-122964.html
292,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 30. Apple Orchards,"Srinagar is counted among the most beautiful places of India owing to its lush green orchards, free flowing rivers and paradisal locales. Also, 80% of the countryês apple supplies are managed from here. So visit the emerald carpeted meadows full of green trees sprinkled with shiny red apples and let...",https://www.holidify.com/places/srinagar/apple-orchards-sightseeing-122967.html
293,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 31. Chatti Padshahi Gurudwara,"Situated right out the Hari Parbatês southern gate in Srinagar, Chatti Padshahi Gurudwara is the most important and probably the largest Sikh gurudwara in all of Kashmir valley. The shrine has a sanctum sanctorum in middle of a large rectangular hall. It also has accomodation facilities and langar f...",https://www.holidify.com/places/srinagar/chatti-padshahi-gurudwara-sightseeing-122966.html
294,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 32. Burzhama Ruins,"Burzhama Ruins is situated in Burzahom in Srinagar. It is archaeological excavation site where numerous relics and remnants have been discovered suggesting the existence of an ancient settlement hundreds of years before. The excavations include skeletons, pottery, dwelling pits, mud brick houses and...",https://www.holidify.com/places/srinagar/burzhama-ruins-sightseeing-122969.html
295,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 33. Makhdoom Sahib Shrine,"Located towards the south of Hari Parbat in Srinagar, Makhdoom Sahib Shrine is an Islamic shrine dedicated to Sufi saint Sheikh Hamza Makhdoom aka Makhdoom Saheb aka Hazrat Sultan aka Mehboob-ul-Alam aka Sultan-ul-Arifeen. Built in Mughal style architecture, the sturdy shrine rests on innumerous pil...",https://www.holidify.com/places/srinagar/makhdoom-sahib-shrine-sightseeing-122968.html
296,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 34. Kathi Darwaza,"Kathi Darwaza is the main entrance gate of the famous monument Hari Parbat Fort in Srinagar. A rare specimen of Mughal architecture, the high domed gate is flanked by bays and has tiny Mughal and Persian inscriptions etched on the interior walls and ceilings. The gate, no doubt, accentuates the gran...",https://www.holidify.com/places/srinagar/kathi-darwaza-sightseeing-122970.html
297,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 35. Jyeshtheswara Temple,Jyeshtheswara Temple is a popular Hindu temple in Srinagar. It is believed that the temple was built by Pandavas in the 5th century and was later revamped and renovated in the 8th century by King Lalitaditya Muktapida.,https://www.holidify.com/places/srinagar/jyeshtheswara-temple-sightseeing-122972.html
298,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 36. Hari Parbat,"The majestic mountain overlooking the city of Srinagar is called Hari Parbat. Besides the famous Hari Parbat fort, the mountain also has various shrines dedicated to several deities, the most prominent of which is Sharika Devi Temple enshrined by Goddess Jagadamba Sharika Bhagwati. You can either tr...",https://www.holidify.com/places/srinagar/hari-parbat-sightseeing-122973.html
299,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 37. SPS Museum,"SPS Museum is situated at Lal Mandi in Srinagar and is popular for its had crafted products and notable archaeological artefacts collected from across the state. The museum has been divided into separate sections including archaeology, manuscripts, enamel ware, decorative art, natural history, paper...",https://www.holidify.com/places/srinagar/sps-museum-sightseeing-122974.html
300,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 38. Tulip Festival in Srinagar,Date 4th May 2019 - 12th May 2019   Venue Indira Gandhi Memorial Tulip Garden   Ticket Price INR 50    The Indira Gandhi Memorial Tulip Garden in Srinagar holds South Asia's largest Tulip Festival in the months of April - May near the Dal Lake. It is nestled at the foothills of Zabarwan Range in Sri...,https://www.holidify.com/places/srinagar/tulip-festival-sightseeing-1253589.html
301,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 39. Salim Ali National Park,"Salim Ali National Park is a beautiful mangrove shrubbery habitat for several endangered animals and birds alike. Named in commemoration of ornithologist Salim Ali, it is located in Srinagar with an area of 9 km. Tourists can sight animals such as leopard, flying fox, the Kashmiri stag and birds suc...",https://www.holidify.com/places/srinagar/salim-ali-national-park-sightseeing-1253640.html
302,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 40. Stay in a Houseboat,"Staying in a houseboat amidst pristine waters of the Dal Lake, is one of the most essential things to do in Srinagar. Made in wood and adorned in a typical Kashmir style decor, the houseboats are a perfect way to experience the quintessential local life in the luxurious way. You will also be mesmeri...",https://www.holidify.com/places/srinagar/stay-in-a-houseboat-sightseeing-1254269.html
303,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 41. Floating Vegetable Market,"Srinagar is also popular for its floating vegetable markets where vegetable and fruits are sold around in the waters on the Shikara. More than a sell-purchase transaction, it is an interesting place to visit for sightseeing. One of the most unique things to do in Srinagar, these markets are run at t...",https://www.holidify.com/places/srinagar/floating-vegetable-market-sightseeing-1254270.html
304,"Srinagar, Jammu & Kashmir - The Paradise on Earth", 42. Paragliding,"Paragliding is one of the most exciting activities that you can experience in Srinagar. Most of the adventure clubs let you experience the thrills of paragliding. Besides giving you a major adrenaline rush, it also let's you have a gorgeous bird's eye view of the valley below. If you are an adventur...",https://www.holidify.com/places/srinagar/paragliding-sightseeing-1254368.html
305,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 1. Bhagsu Falls,"Set amidst lush greenery and dreamy sceneries, in an pristine atmosphere, are these falls with much grandeur and breathtaking beauty, that one just cannot miss, while in the area.",https://www.holidify.com/places/mcleodganj/bhagsu-falls-sightseeing-2817.html
306,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 2. Namgyal Monastery,"Overlooking the mountain ranges of Dhauladhar, the Namgyal Monastery is situated within the Tsuglagkhang complex. This complex also is the proud home to the residence of Dalai Lama, among various other shrines, temples, bookstores, souvenir shops etc.",https://www.holidify.com/places/mcleodganj/namgyal-monastery-sightseeing-2830.html
307,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 3. Tsuglagkhang Complex,Tsuglagkhang is the place where the Dalai Lama resides. It is one of the most significant places of worship which attracts devotees from all over the world and serve tourists as well.,https://www.holidify.com/places/mcleodganj/tsuglagkhang-sightseeing-2835.html
308,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 4. Bhagsunag Temple,"Surrounded by beautiful pools and lush greenery, this temple is located at a height of 1770 m above sea level and attracts a huge number of devotees and tourists throughout the year.",https://www.holidify.com/places/mcleodganj/bhagsunath-temple-sightseeing-2818.html
309,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 5. Tibetan Museum,"This museum is located inside the Tsuglagkhang complex and has a collection of brilliant forms of Tibetan Art, which include history documents, pottery, handicrafts, paintings etc.",https://www.holidify.com/places/mcleodganj/tibetan-museum-sightseeing-2834.html
310,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 6. Triund,"Triund is a popular trek, about 9-km away from Mcleodganj. It is situated at a great height and provides a mesmerizing view of the Moon Peak-Indera Pass. It is also an ideal spot for picnics and the clean and pristine environment will surely rejuvenate your senses.",https://www.holidify.com/places/mcleodganj/triund-sightseeing-2833.html
311,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 7. Trekking in Mcleodganj,"A number of treks are available in and around Mcleodganj, ranging from simple to difficult terrains. There are also a number of institutes that provide training as well as tools and facilities for trekking.",https://www.holidify.com/places/mcleodganj/trekking-sightseeing-2832.html
312,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 8. Dharamkot,"Located on the crest of a hill just above McLeodGanj, Dharamkot is an attractive spot which presents a wide, picturesque view of the Kangra Valley and the Dhauladhar range of mountains. Dharamkot is also well-known for the Vipassana Meditation Centre, the Dhamma Shikara, as well as the Tushita Medit...",https://www.holidify.com/places/mcleodganj/dharamkot-sightseeing-2822.html
